nome,UF,partido,votos,total_despesa,quantidade_doadores,quantidade_despesas,recursos_de_pessoas_juridicas,recursos_de_partidos,recursos_de_pessoas_físicas,recursos_proprios,idade,sexo,grau,prop_doacoes_pj,prop_doacoes_pf,prop_doacoes_partido,prop_recursos_proprios,total_votos_uf,votos_prop
MELQUÍADES JOÃO DA SILVA,DF,PPS,1369,2160,3,3,0,0,2e3,0,49,MASCULINO,SUPERIOR COMPLETO,0,0.9259259259259259,0,0,1897677,7.214083323979792e-4
ADRIANA VILARINHO SALOMÃO COELHO,PR,PSD,1689,52738.14,3,147,0,0,0,5e4,48,FEMININO,SUPERIOR COMPLETO,0,0,0,0.9480804594170367,7865950,2.1472295145532326e-4
FABIO AUGUSTO RAMALHO DOS SANTOS,MG,PV,83567,2403478.36,33,2047,1722582.05,463299,157019.52,0,52,MASCULINO,SUPERIOR COMPLETO,0.7167037900852996,0.06533011597408349,0.19276187699896746,0,15248681,0.005480277277752745
CARLOS ROBERTO COSTA,ES,PRP,11635,225341.28,129,202,0,0,225355.49,0,51,MASCULINO,ENSINO MÉDIO COMPLETO,0,1.0000630599062896,0,0,2653536,0.004384715338325917
CELSO PESSOA MENDES,RJ,PRTB,1498,6474,4,6,0,5099,700,0,63,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.10812480691998765,0.7876119864071671,0,12141145,1.2338210275884194e-4
MARIA DE LOURDES RIBEIRO,MG,PTB,97,200,1,1,0,0,200,0,61,FEMININO,ENSINO FUNDAMENTAL COMPLETO,0,1,0,0,15248681,6.3612059298768205e-6
FRANCISCO DE ASSIS CARVALHO GONÇALVES,PI,PT,94093,1112452.02,116,460,242732.25,577155,116295,13200,53,MASCULINO,SUPERIOR COMPLETO,0.2181957024987019,0.10453934004272832,0.5188133866663301,0.011865680283451686,2345694,0.04011307527750849
MICHÉL CÉLIO DA SILVA PINHEIRO,SC,PSDB,1359,2800,3,2,0,0,2800,1040.52,31,MASCULINO,SUPERIOR COMPLETO,0,1,0,0.37161428571428573,4859324,2.7966853002598714e-4
CARLOS AUGUSTO ANDRADE SILVA,RR,PHS,6733,85472,6,36,0,55e3,7472,23e3,50,MASCULINO,SUPERIOR COMPLETO,0,0.08742044178210408,0.6434855859228753,0.2690939722950206,299558,0.022476448634321234
MONASHINE SANTOS MODESTO,SE,PSOL,126,600,3,2,0,0,455,0,31,FEMININO,ENSINO MÉDIO COMPLETO,0,0.7583333333333333,0,0,1454165,8.664766377955735e-5
EDMILSON BRITO RODRIGUES,PA,PSOL,170604,198851.73,40,88,41740,790,155880,0,57,MASCULINO,SUPERIOR COMPLETO,0.2099051388690458,0.7839006479853105,0.0039728092886091556,0,5188450,0.032881496400659155
WELLINGTON TADEU RAMOS DE MELO,PA,PV,988,24723.8,3,38,100,0,8e3,0,42,MASCULINO,SUPERIOR COMPLETO,0.004044685687475226,0.32357485499801814,0,0,5188450,1.904229586870838e-4
BAZELAU RAMOS,SP,PV,15550,270401.33,68,464,117650,0,143690.9,0,41,MASCULINO,ENSINO MÉDIO COMPLETO,0.4350940137757458,0.5313986436383282,0,0,31998432,4.859613121042931e-4
JOSÉ LUIS SCHAFER,AC,PDT,11397,397136.76,8,223,0,5e4,14500,122750,54,MASCULINO,SUPERIOR COMPLETO,0,0.03651135190809332,0.12590121347618388,0.3090874790840314,506724,0.02249153385274824
MOACIR CHARLES AGNELO BORGES SEGUNDO,PA,SD,4150,81839.84,10,42,20600,0,55832,5407.84,44,MASCULINO,SUPERIOR COMPLETO,0.2517111470403657,0.6822105224057134,0,0.06607833055392093,5188450,7.9985352080101e-4
MARINETE LINO SANTANA,PR,PSB,3723,13536.34,4,9,250,0,250,0,46,FEMININO,ENSINO MÉDIO COMPLETO,0.01846880323632533,0.01846880323632533,0,0,7865950,4.7330583082780844e-4
HUGO MANSO JUNIOR,RN,PT,25767,58085.51,10,62,0,0,19500,12318.85,55,MASCULINO,SUPERIOR COMPLETO,0,0.33571195294661266,0,0.21208129187468613,2327451,0.011070909763513818
VAGNER MATEUS DOS SANTOS,RJ,PSB,369,1750,2,2,0,0,1750,0,38,MASCULINO,SUPERIOR INCOMPLETO,0,1,0,0,12141145,3.039252063952782e-5
JOÃO ROBERTO DE SIQUEIRA,SP,PEN,369,3583.06,5,9,0,0,2e3,1438.06,54,MASCULINO,SUPERIOR COMPLETO,0,0.558182112496023,0,0.4013496843480154,31998432,1.1531815058937889e-5
ISAIAS SILVESTRE,MG,PSB,23229,216297.56,6,134,55e3,74800,0,0,66,MASCULINO,ENSINO MÉDIO COMPLETO,0.25427933629949406,0,0.34581989736731195,0,15248681,0.0015233448715990584
EMERSON FERNANDES ALVINO PANTA,PB,PSDB,25149,37994.06,7,27,0,7e3,4600,9070.75,41,MASCULINO,SUPERIOR COMPLETO,0,0.12107155697495872,0.18423932583145894,0.238741266397958,2835882,0.008868140493856938
JOSENILDO SINESIO DA SILVA,PE,PTB,20897,8e3,1,2,0,0,0,0,50,MASCULINO,SUPERIOR COMPLETO,0,0,0,0,6356307,0.0032876008034224903
PEDRO PAULO CARVALHO TEIXEIRA,RJ,PMDB,162403,3488083,15,1532,77e4,2666e3,0,0,42,MASCULINO,SUPERIOR COMPLETO,0.2207516277565643,0,0.7643166748038965,0,12141145,0.013376250757239123
GEOVANE JOSE SPANHOL,ES,SD,1716,24320.2,10,16,0,0,6650,0,33,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.2734352513548408,0,0,2653536,6.466842733620346e-4
ALEXANDRE BRITO ARAUJO,MA,PT,1026,660,1,2,0,660,0,0,35,MASCULINO,ENSINO MÉDIO COMPLETO,0,0,1,0,4497336,2.2813505595312424e-4
DOMINGOS SAVIO CAMPOS RESENDE,MG,PSDB,143901,1959914.72,42,2614,921395.23,436400,42491.6,420028.64,57,MASCULINO,SUPERIOR COMPLETO,0.4701200621627047,0.021680331070731484,0.22266274932615435,0.21430965118727208,15248681,0.009436947366136126
MARIA TEREZA MIRANDA CHAGAS DE SOUZA,RJ,PRB,281,1440,3,3,0,840,600,0,54,FEMININO,ENSINO MÉDIO COMPLETO,0,0.4166666666666667,0.5833333333333334,0,12141145,2.3144439836605197e-5
SAMUEL FERREIRA DE ARAUJO,SP,PRB,522,2337.22,3,6,0,0,1e3,0,39,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.42785873815900943,0,0,31998432,1.631329935166823e-5
JOÃO LEAL NETO,DF,PSDB,5083,138749.19,7,69,95292,1110,100,42247.89,63,MASCULINO,SUPERIOR COMPLETO,0.6867931985765106,7.207249281959772e-4,0.008000046702975347,0.3044910748668154,1897677,0.00267853802306715
EDNARDO BERNARDINO RODRIGUES LOPES,RN,PSOL,2162,3308,5,6,0,0,2348,240,34,MASCULINO,ENSINO MÉDIO INCOMPLETO,0,0.7097944377267231,0,0.07255139056831923,2327451,9.289132187960133e-4
VALÉRIO VIEIRA DOS SANTOS,MG,PSTU,942,7216.13,3,26,0,5916.13,0,0,54,MASCULINO,ENSINO MÉDIO COMPLETO,0,0,0.8198480348885068,0,15248681,6.177583490663882e-5
JORGE ROSA DA SILVA,RJ,PDT,60,405,1,1,0,0,0,0,53,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0,0,0,0,12141145,4.941873274719971e-6
CELSO ORLANDO GALLI,SP,PRP,543,497.3,2,5,0,0,0,0,58,MASCULINO,SUPERIOR COMPLETO,0,0,0,0,31998432,1.6969581509493966e-5
MILTON SABINO,ES,PRP,1125,4314.11,4,21,0,0,300,2046.84,54,MASCULINO,SUPERIOR COMPLETO,0,0.06953925606903857,0,0.4744524363078364,2653536,4.239625918020332e-4
DENISE PEREIRA DO NASCIMENTO,RJ,PSOL,760,2250,3,3,0,0,2250,0,48,FEMININO,SUPERIOR COMPLETO,0,1,0,0,12141145,6.259706147978629e-5
MARIA JOICILENE SOUZA SILVA NOBRE,AC,PV,1199,10780,4,8,0,0,6e3,1100,40,FEMININO,SUPERIOR COMPLETO,0,0.5565862708719852,0,0.10204081632653061,506724,0.002366179616517078
SILVIO SERAFIM COSTA,PE,PSC,103461,1733429.91,14,49,988590,694100,52e3,0,57,MASCULINO,SUPERIOR COMPLETO,0.5703086085551622,0.029998328573896595,0.4004199973681082,0,6356307,0.016276904183514105
RAQUEL DE SOUZA PRADO,MG,PSTU,264,1156.97,2,20,0,1034.92,0,170,26,FEMININO,SUPERIOR COMPLETO,0,0,0.8945089328158898,0.14693552987545053,15248681,1.7312972840077118e-5
PEDRO BENICIO MARQUES MOREIRA,CE,PTC,1184,4448.4,1,9,0,0,0,4500,55,MASCULINO,SUPERIOR COMPLETO,0,0,0,1.0115996762881037,6271554,1.887889349274518e-4
ROSÁLIA SILVA SANTANA,SP,PRP,132,312.5,1,4,0,0,0,0,56,FEMININO,ENSINO FUNDAMENTAL COMPLETO,0,0,0,0,31998432,4.12520213490461e-6
ELIENE SIQUEIRA RIBEIRO,SP,PMDB,241,16234.82,3,12,0,3627.05,0,0,59,FEMININO,SUPERIOR INCOMPLETO,0,0,0.2234117778946733,0,31998432,7.5316190493334176e-6
VALDIR POLLETINI,SP,PSB,562,7246.09,1,7,0,7246.09,0,0,54,MASCULINO,ENSINO MÉDIO COMPLETO,0,0,1,0,31998432,1.756336060466963e-5
EDSON STIPP,PR,PSB,3454,41454.47,4,60,0,0,1300,17570,44,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.03135970620297401,0,0.42383849075865643,7865950,4.3910780007500684e-4
JOSÉ REINALDO CARNEIRO TAVARES,MA,PSB,86728,195513.32,20,53,49300,0,127479.99,15e3,75,MASCULINO,SUPERIOR COMPLETO,0.25215673285073364,0.6520271355424786,0,0.07672111547182565,4497336,0.019284305197565847
ALGACIR MILTON OZIR RIBEIRO,PR,PRTB,299,1150,2,2,0,0,0,150,45,MASCULINO,SUPERIOR INCOMPLETO,0,0,0,0.13043478260869565,7865950,3.801193752820702e-5
ELIZABETH DUTRA GONZAGA DA SILVA,SP,PT,2268,7650,3,5,2460,0,0,0,45,FEMININO,SUPERIOR COMPLETO,0.3215686274509804,0,0,0,31998432,7.087847304517921e-5
MARCELO JOSÉ ORTEGA,SP,PV,13836,30457.9,7,36,0,0,7286,10678,37,MASCULINO,SUPERIOR COMPLETO,0,0.2392154416423982,0,0.3505822791459687,31998432,4.3239618741318326e-4
FERNANDO DANTAS TORRES,BA,PSD,66215,996833.13,8,225,55e4,0,0,434350,45,MASCULINO,ENSINO MÉDIO COMPLETO,0.5517473120099851,0,0,0.4357298999482491,10185417,0.0065009611290337945
JOAQUIM ARISTIDES ARAUJO CAMPOS,PA,PMDB,60749,137935.93,20,59,1e4,1e5,13860,0,59,MASCULINO,SUPERIOR COMPLETO,0.07249742688507628,0.10048143366271572,0.7249742688507629,0,5188450,0.011708506394009771
JOSÉ JAIR CORREIA,SP,PRB,2520,11383.24,7,17,380,0,4724,2180,46,MASCULINO,ENSINO MÉDIO COMPLETO,0.03338241133455853,0.41499608195909077,0,0.19150962291930945,31998432,7.875385893908801e-5
EDENILSON DURAES DE OLIVEIRA,MG,PPS,1233,14976.99,8,27,595,0,2600,11781.99,46,MASCULINO,SUPERIOR COMPLETO,0.03972760881859439,0.1735996351736898,0,0.7866727560077158,15248681,8.085945269626927e-5
WILLIANS ROCHA MONTEIRO,SP,PTC,135,1310,4,4,0,145,1165,0,41,MASCULINO,SUPERIOR INCOMPLETO,0,0.8893129770992366,0.11068702290076336,0,31998432,4.218956728879715e-6
MARILENE TEIXEIRA VIEIRA,RJ,PR,2622,57534.54,23,132,0,0,57546,0,56,FEMININO,ENSINO MÉDIO COMPLETO,0,1.0001991846984437,0,0,12141145,2.1595986210526272e-4
ANTÔNIO ROBERTO RODRIGUES GÓES DA SILVA,AP,PDT,22134,81937.9,17,36,9600,3654,63800,0,48,MASCULINO,SUPERIOR COMPLETO,0.1171618994384772,0.7786384566848797,0.04459474797377038,0,455514,0.048591261739485504
MARLENE PASSOS DE OLIVEIRA,GO,PT,626,1e3,1,1,0,0,1e3,0,43,FEMININO,SUPERIOR COMPLETO,0,1,0,0,4331733,1.445149089290591e-4
ROGERIO MENDONÇA,SC,PMDB,137784,891906.82,75,325,327342,377500,185154,2500,61,MASCULINO,SUPERIOR COMPLETO,0.3670136752626244,0.20759343448007272,0.42325049157040867,0.002802983387883501,4859324,0.028354561251729665
GERLANE SIMÕES BEZERRA,PE,PCB,918,1100,1,4,0,1100,0,0,32,FEMININO,SUPERIOR INCOMPLETO,0,0,1,0,6356307,1.4442348363601695e-4
MARCIO MARTINS PEREIRA,SP,PSL,1005,1875.5,2,10,0,85.5,0,0,34,MASCULINO,SUPERIOR COMPLETO,0,0,0.045587843241802185,0,31998432,3.14077889816601e-5
TIAGO DE PAULA ANDRINO,TO,PP,36397,2260098.88,31,646,1311e3,1e5,26e4,13333.2,33,MASCULINO,SUPERIOR COMPLETO,0.5800631165305475,0.11503921456746176,0.04424585175671606,0.005899387906426467,996887,0.03651065767734959
YOSSEF AKIVA BEN AVRAHAM PESSOA DE PAULA,SP,PEN,9297,15480.01,8,10,0,0,9e3,3200,41,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0,0.5813949732590612,0,0.20671821271433286,31998432,2.9054548672884973e-4
WATSON AGUIAR,MG,PTC,50,4484,3,4,0,0,300,184,52,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.06690454950936664,0,0.04103479036574487,15248681,3.2789721288024845e-6
WLADIMIR AFONSO DA COSTA RABELO,PA,SD,141213,642350.36,284,410,356279.4,25e4,29250,500,50,MASCULINO,ENSINO MÉDIO COMPLETO,0.5546496463394214,0.045535897263294135,0.38919570310507806,7.783914062101561e-4,5188450,0.027216798851294702
EMANOEL MESSIAS SILVA DOS SANTOS,SP,PHS,742,150,1,1,0,0,0,210,51,MASCULINO,ENSINO MÉDIO COMPLETO,0,0,0,1.4,31998432,2.3188636243175914e-5
FRANCISCO MARCIO DE CARVALHO,SP,PSB,3473,16614.46,5,10,0,0,3300,4e3,48,MASCULINO,SUPERIOR COMPLETO,0,0.19862216406672262,0,0.24075413826269407,31998432,1.085365682918463e-4
NELSON MARCELINO DA SILVA,SP,PMDB,632,17802.6,6,15,0,3694.85,500,1e3,46,MASCULINO,SUPERIOR COMPLETO,0,0.02808578522238325,0.20754552705784549,0.0561715704447665,31998432,1.9750967797422073e-5
ANGELO LUIZ BAPTISTA RAMOS,RJ,PRP,5315,24708.93,4,15,0,0,1500,0,31,MASCULINO,SUPERIOR INCOMPLETO,0,0.06070679709724379,0,0,12141145,4.3776760758561077e-4
JOSÉ WELLINGTON ROBERTO,PB,PR,104799,2224506.83,7,861,1e5,2125e3,14250,0,55,MASCULINO,SUPERIOR INCOMPLETO,0.044953784205733364,0.006405914249317005,0.955267914371834,0,2835882,0.0369546405668501
LUIZ CARLOS CAETANO,BA,PT,125862,2932987.83,400,1052,1530834.4,721750,633560,5300,60,MASCULINO,SUPERIOR COMPLETO,0.5219368400856951,0.21601180663610187,0.24608012096661172,0.0018070310233779592,10185417,0.012357078752887584
MARCELO JANDRE DELAROLI,RJ,PR,33743,499366.47,20,557,185400,22e4,36300,4e4,34,MASCULINO,SUPERIOR COMPLETO,0.37127042190077364,0.07269210525888933,0.4405582136902384,0.08010149339822516,12141145,0.002779227165147933
FRANCISCO DE ASSIS REIS DE OLIVEIRA,CE,PTC,9761,55e3,3,35,3e4,0,1e4,15e3,66,MASCULINO,ENSINO MÉDIO COMPLETO,0.5454545454545454,0.18181818181818182,0,0.2727272727272727,6271554,0.0015563925623537642
VILMA DA SILVA NUNES FREIRE,RJ,PR,1230,1306.45,3,7,0,500,820,0,67,FEMININO,SUPERIOR COMPLETO,0,0.6276550958704887,0.3827165218722492,0,12141145,1.013084021317594e-4
MARCOS ANTONIO LEMOS FABRE,ES,PDT,1536,30292.94,25,28,0,3e3,11920,12747.94,51,MASCULINO,SUPERIOR COMPLETO,0,0.3934910246413851,0.0990329760003486,0.4208221453579613,2653536,5.788502586737093e-4
MARIA DAS GRAÇAS AMADOR,DF,PT,164,22028.42,2,8,0,0,0,539.4,59,FEMININO,ENSINO MÉDIO INCOMPLETO,0,0,0,0.024486549648136364,1897677,8.642145106885945e-5
JUNIO BATISTA DE LIMA,PB,PTN,1531,2068,3,4,0,0,1448,0,37,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.7001934235976789,0,0,2835882,5.398673146484939e-4
RICARDO DE ALMEIDA GOULART,RS,PDT,2362,6600,3,15,0,0,6600,0,56,MASCULINO,SUPERIOR COMPLETO,0,1,0,0,8392033,2.8145742515550166e-4
RAIMUNDO FRANCISCO ARAÚJO BEZERRA,MA,PEN,1075,125.3,1,2,0,0,0.3,0,44,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0,0.0023942537909018356,0,0,4497336,2.3903039488265942e-4
JOSE ALBERTO GOMES PINHEIRO,RJ,PP,4850,10758,7,18,0,1448,3200,2300,55,MASCULINO,SUPERIOR COMPLETO,0,0.2974530581892545,0.13459750883063767,0.21379438557352667,12141145,3.99468089706531e-4
ZEDEQUIAS ALVES RIBEIRO,AL,PRB,1768,15658.4,4,16,0,11900,0,18.4,39,MASCULINO,ENSINO MÉDIO COMPLETO,0,0,0.7599754764216012,0.0011750881316098707,1995727,8.858927097744331e-4
SIDINEA ALMEIDA PEDREIRA VRBATA,BA,PSOL,2512,2536.43,3,9,0,0,0.01,0,38,FEMININO,SUPERIOR COMPLETO,0,3.9425491734445664e-6,0,0,10185417,2.466271140396117e-4
ARNALDO JORDY FIGUEIREDO,PA,PPS,70950,538314.84,21,259,184933.34,125050,98056.5,3e4,55,MASCULINO,SUPERIOR COMPLETO,0.3435412258001284,0.18215455475832695,0.2322990018257717,0.05572946865072492,5188450,0.013674604168875098
HELDER IGNACIO SALOMAO,ES,PT,83967,441632.57,34,192,314998.38,0,100570,13389.19,50,MASCULINO,SUPERIOR COMPLETO,0.7132589428356699,0.2277232406115337,0,0.030317487679860207,2653536,0.03164343728519229
ERNANE RIBEIRO PITANGUI,MG,PMN,2439,9105,1,12,0,0,0,9105,64,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0,0,0,1,15248681,1.599482604429852e-4
ARIEL VIEIRA,SC,PSC,15308,172114.47,2,320,0,167500,5e3,0,44,MASCULINO,SUPERIOR COMPLETO,0,0.029050433702639877,0.9731895290384359,0,4859324,0.0031502324191595376
MARIA DA GLÓRIA MATOS GUILHAMATE,SP,PHS,133,455,1,5,0,0,0,0,59,FEMININO,ENSINO MÉDIO COMPLETO,0,0,0,0,31998432,4.156453666229645e-6
JOSÉ GERALDO MENDES DA SILVA,MG,PMDB,1105,18443.52,6,23,0,5206.34,2800,1615,56,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0,0.1518148379485044,0.28228559407314874,0.08756462974529808,15248681,7.246528404653491e-5
FRANCISCO MAGNO CARNEIRO LIMA,CE,PSC,2839,4666.4,3,8,0,0,4e3,690,44,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.8571918395336877,0,0.14786559231956112,6271554,4.526788735295909e-4
MICAL SILVA DAMASCENO,MA,PSDC,10209,13494.57,10,14,8409.67,0,5100,0,43,FEMININO,SUPERIOR COMPLETO,0.6231891790549828,0.37792978953756956,0,0,4497336,0.0022700105128902978
MARIA HELENA VERONESE RODRIGUES,RR,PSB,7481,397617.64,13,154,8e4,259328.88,52378.47,6e3,65,FEMININO,SUPERIOR COMPLETO,0.20119831705655714,0.13173075017496708,0.6522066777520232,0.015089873779241786,299558,0.024973460899057946
ANTÔNIO SAMARONE DE SANTANA,SE,PPS,1710,8e3,2,6,0,0,5e3,3e3,59,MASCULINO,SUPERIOR COMPLETO,0,0.625,0,0.375,1454165,0.001175932579865421
DENILSON ROBERTO SODRE DE OLIVEIRA,MT,PROS,3709,12440,3,13,0,0,1500,9990,46,MASCULINO,SUPERIOR COMPLETO,0,0.12057877813504823,0,0.8030546623794212,2189703,0.0016938370180796208
ALIEL MACHADO BARK,PR,PC do B,82886,576451.53,20,283,2e3,22e4,29e3,25e3,25,MASCULINO,SUPERIOR INCOMPLETO,0.0034695024575613492,0.050307785634639564,0.38164527033174844,0.043368780719516865,7865950,0.010537315899541695
MARIO APARECIDO DOS SANTOS,PR,PTB,1312,2256.64,2,4,0,0,0,500,52,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0,0,0,0.2215683494044243,7865950,1.6679485631106224e-4
DERLY DOS REIS DE OLIVEIRA,MS,PP,11939,24358.8,4,19,0,0,500,18275,44,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.020526462715733124,0,0.7502422122600457,1818937,0.00656372375733739
JARBAS SEVERINO OLIVEIRA,RJ,PEN,6493,56491.98,17,113,1e4,0,30100,0,41,MASCULINO,ENSINO MÉDIO COMPLETO,0.17701627735476788,0.5328189948378513,0,0,12141145,5.347930528792795e-4
LUCIANO MEDEIROS GOMES,RJ,PR,5091,2900,4,6,0,0,1500,1e3,39,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.5172413793103449,0,0.3448275862068966,12141145,4.193179473599895e-4
LUCIA MARIA LOPES,RJ,PDT,347,19413.85,8,24,0,0,1050,652.85,59,FEMININO,ENSINO MÉDIO INCOMPLETO,0,0.05408509904011827,0,0.0336280541984202,12141145,2.8580500438797163e-5
EDINA CRUZ DE SOUSA LIMA,PI,PSDC,625,6600,5,6,0,0,3200,0,49,FEMININO,SUPERIOR INCOMPLETO,0,0.48484848484848486,0,0,2345694,2.6644566597348163e-4
OSMAR PICKLER,SC,PRP,339,205.13,1,1,0,205.13,0,0,83,MASCULINO,SUPERIOR COMPLETO,0,0,1,0,4859324,6.976279005063255e-5
JOSE ANTONIO OLIVEIRA DOS SANTOS,SP,PSC,602,10860.59,2,34,0,0,0,1900,45,MASCULINO,SUPERIOR INCOMPLETO,0,0,0,0.17494445513549448,31998432,1.8813421857671026e-5
MARILIA RIBEIRO SIMIM,MG,PT do B,88,3620,2,5,0,0,0,0,51,FEMININO,ENSINO FUNDAMENTAL COMPLETO,0,0,0,0,15248681,5.770990946692373e-6
JANDERSON FLAVIO MANTOVANI,PR,PTB,12262,56064.48,10,54,950,29986,800,5621.83,35,MASCULINO,SUPERIOR COMPLETO,0.016944775016195637,0.014269284224164746,0.5348484459322551,0.10027436266242012,7865950,0.0015588708293340283
JOSIVALDO FERREIRA DE ANDRADE,PA,PEN,1118,3e3,3,7,0,1e3,2e3,0,36,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.6666666666666666,0.3333333333333333,0,5188450,2.1547861114591064e-4
JOEL FRANCISCO SOARES VIEIRA JUNIOR,RS,PSDB,1188,11143.4,3,18,0,6250,0,0,29,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,0,0,0.5608701114561085,0,8392033,1.415628370384149e-4
TANIA LOPES SHIBATA,SP,PV,1759,20610.02,3,31,0,0,2200,17700.02,48,FEMININO,SUPERIOR COMPLETO,0,0.10674419529917972,0,0.8588065416724486,31998432,5.497144360073644e-5
SILVANA APARECIDA ELIAS,MG,PSC,385,760,3,3,0,0,480,0,48,FEMININO,SUPERIOR INCOMPLETO,0,0.631578947368421,0,0,15248681,2.524808539177913e-5
PAULO FERNANDO FEIJÓ TORRES,RJ,PR,48058,229745.28,41,106,10000.03,8391.61,172209.7,39143.94,58,MASCULINO,SUPERIOR COMPLETO,0.04352659606325754,0.7495679563036073,0.03652571230190235,0.17037973533123293,12141145,0.003958275763941539
TIAGO TESSARI,RS,PTB,2551,41978.2,34,42,5e3,0,12770,5070,27,MASCULINO,SUPERIOR COMPLETO,0.11910944252016524,0.304205516196502,0,0.12077697471544754,8392033,3.039787855934313e-4
NEWTON RIBEIRO DINAMARCO,SP,PRTB,703,1002.85,2,2,0,917.82,0,0,64,MASCULINO,SUPERIOR COMPLETO,0,0,0.9152116468066012,0,31998432,2.1969826521499553e-5
LISSANDRO ALVES FAGUNDES,PE,PMN,504,5328.8,2,9,0,5328.8,0,0,48,MASCULINO,SUPERIOR INCOMPLETO,0,0,1,0,6356307,7.929132434918577e-5
FRANKEMBERGEN GALVÃO DA COSTA,RR,PSC,6400,211494.79,11,109,0,185989.43,21750,3755.36,52,MASCULINO,SUPERIOR COMPLETO,0,0.10283941273446973,0.8794043106215523,0.017756276643977848,299558,0.02136481082127668
EDSON GONCALVES SOARES,MG,PT do B,13642,188489.85,7,184,25e3,3e4,13650,28e3,68,MASCULINO,SUPERIOR COMPLETO,0.13263313647923217,0.07241769251766077,0.1591597637750786,0.14854911285674002,15248681,8.946347556224699e-4
RAIMUNDO JOSE DE JESUS GONÇALVES,BA,PEN,609,150,1,2,0,0,0,150,42,MASCULINO,ENSINO MÉDIO COMPLETO,0,0,0,1,10185417,5.9791366421227525e-5
ANTONIO DE PADUA DO REGO MONTEIRO,PI,PMN,96,6886,5,6,300,300,1086,0,63,MASCULINO,SUPERIOR COMPLETO,0.04356665698518734,0.15771129828637817,0.04356665698518734,0,2345694,4.0926054293526774e-5
GIAN DANIEL GAZARRA TARTAGLIONE,SP,PSDC,144,2111.08,4,8,0,1635,200,0,28,MASCULINO,SUPERIOR COMPLETO,0,0.09473823824772155,0.7744850976751236,0,31998432,4.500220510805029e-6
RELZA MARIA DO NASCIMENTO OLIVEIRA,SP,PMDB,183,10394.5,2,5,0,4211.5,0,0,33,FEMININO,ENSINO MÉDIO COMPLETO,0,0,0.4051661936601087,0,31998432,5.719030232481392e-6
RONALDO VLADEMIR FERREIRA,SP,PRB,10076,7863.9,6,10,0,0,4013.9,3850,55,MASCULINO,SUPERIOR COMPLETO,0,0.5104210379073997,0,0.4895789620926004,31998432,3.1489042963105194e-4
ANDRE LUIS SANTOS,SE,PRTB,594,10842.86,3,6,0,0,2750,0,32,MASCULINO,SUPERIOR INCOMPLETO,0,0.253623121574935,0,0,1454165,4.084818435321989e-4
EDIVALDO REBOUÇAS SANTANA,SP,PHS,296,320,3,3,0,120,200,0,26,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.625,0.375,0,31998432,9.250453272210338e-6
EDIVAM TEODORO,MG,PSB,654,3084,2,8,0,0,0,2134,49,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0,0,0,0.691958495460441,15248681,4.28889554447365e-5
RENATO DE OLIVEIRA BRAZ DA SILVA,RJ,PEN,335,405,1,1,0,0,0,0,41,MASCULINO,ENSINO MÉDIO COMPLETO,0,0,0,0,12141145,2.759212578385317e-5
FRANCINETE MARQUES DE OLIVEIRA,CE,PTN,310,600,2,2,0,0,600,0,70,FEMININO,SUPERIOR INCOMPLETO,0,1,0,0,6271554,4.9429535327288897e-5
WADIH NEMER DAMOUS FILHO,RJ,PT,37814,1028711.78,59,171,175283.15,19e4,145190,459e3,58,MASCULINO,SUPERIOR COMPLETO,0.1703909232963192,0.14113768581516584,0.18469701980082312,0.4461891162556727,12141145,0.003114533266837683
CLAUDIO ALFREDO DE LIMA NAVES,MG,PTC,235,5005,4,4,0,0,480,0,62,MASCULINO,SUPERIOR COMPLETO,0,0.0959040959040959,0,0,15248681,1.5411169005371677e-5
CAROLINA MARIA ALVARENGA ESPERANÇA FONSECA,MG,PT,797,2296.07,1,4,0,2296.07,0,0,61,FEMININO,SUPERIOR COMPLETO,0,0,1,0,15248681,5.2266815733111603e-5
ANTONIO CARLOS CASSIANO SILVA,DF,PSDC,566,1110,1,2,0,1110,0,0,54,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0,0,1,0,1897677,2.9825939820106375e-4
PEDRO ANTONIO FRANCO,SP,PT do B,103,1102.4,3,4,812.4,290,0,0,56,MASCULINO,ENSINO MÉDIO COMPLETO,0.7369375907111755,0,0.26306240928882435,0,31998432,3.2189077264785974e-6
